inflected_form,lemma
short-comings,short-coming
short-listed,short-list
short-listing,short-list
short-lists,short-list
short-sellers,short-seller
short-termer,short-term
shortages,shortage
shortbreads,shortbread
shortcakes,shortcake
shortchanged,shortchange
shortchanges,shortchange
shortchanging,shortchange
shortcircuited,shortcircuit
shortcircuits,shortcircuit
shortcomings,shortcoming
shortcovering,shortcover
shortcuts,shortcut
shorted,short
shortened,shorten
shorteners,shortener
shortening,shorten
shortenings,shortening
shortens,shorten
shorter,short
shortest,short
shortfalls,shortfall
shortgages,shortgage
shorthands,shorthand
shorthorns,shorthorn
shorties,shortie
shorting,short
shorts,short
shortsellers,shortseller
shortstops,shortstop
shot,shoot
shot-guns,shot-gun
shot-puts,shot-put
shot-putters,shot-putter
shotgunned,shotgun
shotgunning,shotgun
shotguns,shotgun
shotputters,shotputter
shots,shot
shotts,shott
shoulder-blades,shoulder-blade
shouldered,shoulder
shouldering,shoulder
shoulders,shoulder
shoulding,should
shoulds,should
shouted,shout
shouters,shouter
shouting,shout
shouts,shout
shoved,shove
shoveled,shovel
shovelers,shoveler
shovelfuls,shovelful
shoveling,shovel
shovelled,shovel
shovelling,shovel
shovels,shovel
shoves,shove
shoving,shove
show-cases,show-case
show-downs,show-down
show-jumpers,show-jumper
show-stoppers,show-stopper
showboats,showboat
showcased,showcase
showcases,showcase
showcasing,showcase
showdowns,showdown
showed,show
showered,shower
showering,shower
showers,shower
showgirls,showgirl
showgrounds,showground
showier,showy
showiest,showy
showing,show
showings,showing
showmen,showman
shown,show
showpieces,showpiece
showplaces,showplace
showrooms,showroom
shows,show
shrank,shrink
shrapnels,shrapnel
shredded,shred
shredders,shredder
shredding,shred
shreds,shred
shrewder,shrewd
shrewdest,shrewd
shrewdies,shrewdie
shrews,shrew
shrewsburys,shrewsbury
shrieked,shriek
shrieking,shriek
shrieks,shriek
shrikes,shrike
shrilled,shrill
shriller,shrill
shrillest,shrill
shrilling,shrill
shrills,shrill
shrimped,shrimp
shrimpers,shrimper
shrimping,shrimp
shrimps,shrimp
shrined,shrine
shrines,shrine
shrink-wrapped,shrink-wrap
shrink-wrapping,shrink-wrap
shrink-wraps,shrink-wrap
shrinkages,shrinkage
shrinkers,shrinker
shrinking,shrink
shrinks,shrink
shrinkwrapped,shrinkwrap
shriveled,shrivel
shriveling,shrivel
shrivelled,shrivel
shrivelling,shrivel
shrivels,shrivel
shrivers,shriver
shropshires,shropshire
shrouded,shroud
shrouding,shroud
shrouds,shroud
shrove,shrive
shrubberies,shrubbery
shrubbier,shrubby
shrubs,shrub
shrugged,shrug
shrugging,shrug
shrugs,shrug
shrunk,shrink
shrunked,shrunk
shrunken,shrink
shucked,shuck
shuckers,shucker
shucking,shuck
shucks,shuck
shuddered,shudder
shuddering,shudder
shudders,shudder
shuffleboards,shuffleboard
shuffled,shuffle
shufflers,shuffler
shuffles,shuffle
shuffling,shuffle
shufflings,shuffling
shunned,shun
shunners,shunner
shunning,shun
shuns,shun
shunted,shunt
shunters,shunter
shunting,shunt
shunts,shunt
shushed,shush
shushes,shush
shushing,shush
shut-downs,shut-down
shut-ins,shut-in
shut-offs,shut-off
shutdowns,shutdown
shutoffs,shutoff
shutouts,shutout
shuts,shut
shuttered,shutter
shuttering,shutter
shutterings,shuttering
shutters,shutter
shutting,shut
shuttlecocks,shuttlecock
shuttled,shuttle
shuttles,shuttle
shuttling,shuttle
shyer,shy
shyest,shy
shying,shy
shysters,shyster
siamangs,siamang
siams,siam
sibilants,sibilant
siblings,sibling
sibs,sib
sibyls,sibyl
sicilians,sicilian
sick-outs,sick-out
sickbays,sickbay
sicked,sick
sickened,sicken
sickening,sicken
sickens,sicken
sicker,sick
sickest,sick
sickies,sickie
sicking,sick
sickles,sickle
sicklier,sickly
sicknesses,sickness
sickouts,sickout
sicks,sick
sics,sic
siddurs,siddur
side-arms,side-arm
side-boards,side-board
side-cars,side-car
side-dressing,side-dress
side-effects,side-effect
side-lines,side-line
side-shows,side-show
side-slipping,side-slip
side-tracked,side-track
side-tracking,side-track
sidearms,sidearm
sidebands,sideband
sideboards,sideboard
sidecars,sidecar
sided,side
sidekicks,sidekick
sidelights,sidelight
sidelined,sideline
sidelines,sideline
sidelining,sideline
sidemen,sideman
sider,side
sides,side
sidesaddles,sidesaddle
sideshows,sideshow
sideslipping,sideslip
sideslips,sideslip
sidestepped,sidestep
sidestepping,sidestep
sidesteps,sidestep
sideswiped,sideswipe
sideswipes,sideswipe
sideswiping,sideswipe
sidetracked,sidetrack
sidetracking,sidetrack
sidetracks,sidetrack
sidewalks,sidewalk
sidewalls,sidewall
sidewheelers,sidewheeler
sidewinders,sidewinder
siding,side
sidings,siding
sidled,sidle
sidles,sidle
sidling,sidle
sidneys,sidney
sids,sid
sieged,siege
sieges,siege
sieging,siege
siennas,sienna
sierras,sierra
siestas,siesta
sieved,sieve
sieves,sieve
sieving,sieve
sifted,sift
sifters,sifter
sifting,sift
sifts,sift
sighed,sigh
sighing,sigh
sighs,sigh
sight-reading,sight-read
sighted,sight
sighters,sighter
sighting,sight
sightings,sighting
sightreading,sightread
sights,sight
sightscreens,sightscreen
sightseeing,sightsee
sightseers,sightseer
sigmas,sigma
signaled,signal
signaler,signal
signaling,signal
signalised,signalise
signalized,signalize
signalizing,signalize
signalled,signal
signallers,signaller
signalling,signal
signalmen,signalman
signals,signal
signatories,signatory
signatures,signature
signboards,signboard
signed,sign
signers,signer
signets,signet
significances,significance
significations,signification
signified,signify
signifiers,signifier
signifies,signify
signifying,signify
signing,sign
signings,signing
signposted,signpost
signposting,signpost
signposts,signpost
signs,sign
sikhs,sikh
silages,silage
silenced,silence
silencers,silencer
silences,silence
silencing,silence
silents,silent
silhouetted,silhouette
silhouettes,silhouette
silhouetting,silhouette
silicas,silica
silicates,silicate
silicified,silicify
silicones,silicone
silicons,silicon
siling,sile
silk-stocking,silk-stock
silked,silk
silkier,silky
silkiest,silky
silking,silk
silks,silk
silkworms,silkworm
sillier,silly
sillies,silly
silliest,silly
sills,sill
silos,silo
siloxanes,siloxane
siltations,siltation
silted,silt
silting,silt
silts,silt
siltstones,siltstone
silvas,silva
silver-plated,silver-plate
silver-plating,silver-plate
silvered,silver
silverest,silver
silvering,silver
silvers,silver
silversides,silverside
silversmiths,silversmith
silvertails,silvertail
silverwares,silverware
silvias,silvia
simas,sima
simbas,simba
similarities,similarity
similes,simile
simmered,simmer
simmering,simmer
simmers,simmer
simms,simm
simons,simon
simpered,simper
simpering,simper
simpers,simper
simpler,simple
simples,simple
simplest,simple
simpletons,simpleton
simplicities,simplicity
simplifications,simplification
simplified,simplify
simplifiers,simplifier
simplifies,simplify
simplifying,simplify
sims,sim
simulacra,simulacrum
simulated,simulate
simulates,simulate
simulating,simulate
simulations,simulation
simulators,simulator
simulcasted,simulcast
simulcasting,simulcast
simulcasts,simulcast
since-deposed,since-depose
sincerest,sincere
sinecures,sinecure
sines,sine
sinews,sinew
sinfoniettas,sinfonietta
singaporeans,singaporean
singapores,singapore
singed,singe
singeing,singe
singers,singer
singes,singe
singing,sing
singings,singing
single-celled,single-cel
single-spaced,single-space
single-stepped,single-step
singled,single
singles,single
singlest,single
singletons,singleton
singlets,singlet
singling,single
sings,sing
singsongs,singsong
singularities,singularity
singularizing,singularize
sinkers,sinker
sinkholes,sinkhole
sinking,sink
sinkings,sinking
sinks,sink
sinned,sin
sinners,sinner
sinning,sin
sinologists,sinologist
sins,sin
sintered,sinter
sintering,sinter
sinuses,sinus
siphoned,siphon
siphoning,siphon
siphonophores,siphonophore
siphons,siphon
sipped,sip
sippers,sipper
sippets,sippet
sipping,sip
sips,sip
sired,sire
sirens,siren
sires,sire
siring,sire
sirloins,sirloin
siroccos,sirocco
sirs,sir
sisals,sisal
siskins,siskin
sissier,sissy
sissies,sissy
sisterhoods,sisterhood
sisterliest,sisterly
sisters,sister
sisters-in-law,sister-in-law
sit-ins,sit-in
sit-ups,sit-up
sitarists,sitarist
sitars,sitar
sitcoms,sitcom
sited,site
sites,site
siting,site
sits,sit
sitters,sitter
sitting,sit
sittings,sitting
situated,situate
situates,situate
situations,situation
situps,situp
six-footers,six-footer
six-guns,six-gun
six-months,six-month
six-packs,six-pack
six-shooters,six-shooter
six-tenths,six-tenth
six-year-olds,six-year-old
sixers,sixer
sixes,six
sixpacks,sixpack
sixpences,sixpence
sixteens,sixteen
sixteenths,sixteenth
sixth-formers,sixth-former
sixth-graders,sixth-grader
sixths,sixth
sixties,sixty
sixty-nines,sixty-nine
sized,size
sizes,size
sizing,size
sizzled,sizzle
sizzlers,sizzler
sizzles,sizzle
sizzling,sizzle
sjamboked,sjambok
sjamboks,sjambok
skaggs,skagg
skateboarders,skateboarder
skateboards,skateboard
skated,skate
skateparks,skatepark
skaters,skater
skates,skate
skating,skate
skedaddled,skedaddle
skedaddles,skedaddle
skedaddling,skedaddle
skeets,skeet
skegs,skeg
skeins,skein
skeletonised,skeletonise
skeletonized,skeletonize
skeletonizes,skeletonize
skeletonizing,skeletonize
skeletons,skeleton
skelped,skelp
skelping,skelp
skelps,skelp
skepticisms,skepticism
skeptics,skeptic
skerries,skerry
sketchbooks,sketchbook
sketched,sketch
sketchers,sketcher
sketches,sketch
sketchier,sketchy
sketchiest,sketchy
sketching,sketch
skewbalds,skewbald
skewed,skew
skewer,skew
skewered,skewer
skewering,skewer
skewers,skewer
skewing,skew
skews,skew
ski-jumped,ski-jump
ski-jumping,ski-jump
ski-jumps,ski-jump
ski-lifts,ski-lift
ski-planes,ski-plane
skidded,skid
skidding,skid
skids,skid
skied,ski
skiers,skier
skies,sky
skiffs,skiff
skiing,ski
skijorers,skijorer
skilled-trades,skilled-trade
skillets,skillet
skillings,skilling
skills,skill
skimmed,skim
skimmers,skimmer
skimmias,skimmia
skimming,skim
skimped,skimp
skimpier,skimpy
skimpiest,skimpy
skimping,skimp
skimps,skimp
skims,skim
skinflints,skinflint
skinheads,skinhead
skinks,skink
skinned,skin
skinners,skinner
skinnier,skinny
skinniest,skinny
skinning,skin
skinny-dipped,skinny-dip
skinny-dipping,skinny-dip
skinnydipping,skinnydip
skins,skin
skipjacks,skipjack
skipped,skip
skippered,skipper
skippering,skipper
skippers,skipper
skipping,skip
skips,skip
skirled,skirl
skirling,skirl
skirmished,skirmish
skirmishers,skirmisher
skirmishes,skirmish
skirmishing,skirmish
skirted,skirt
skirters,skirter
skirting,skirt
skirtings,skirting
skirts,skirt
skis,ski
skited,skite
skiting,skite
skits,skit
skittered,skitter
skittering,skitter
skitters,skitter
skittles,skittle
skived,skive
skivers,skiver
skiving,skive
skivvies,skivvy
skollies,skolly
skuas,skua
skulduggeries,skulduggery
skulked,skulk
skulking,skulk
skulks,skulk
skullcaps,skullcap
skullduggeries,skullduggery
skulls,skull
skunked,skunk
skunking,skunk
skunks,skunk
skunkworks,skunkwork
sky-rocketed,sky-rocket
sky-rocketing,sky-rocket
sky-rockets,sky-rocket
skyboxes,skybox
skydived,skydive
skydivers,skydiver
skydives,skydive
skydiving,skydive
skying,sky
skyjacked,skyjack
skyjackers,skyjacker
skyjacking,skyjack
skylarking,skylark
skylarks,skylark
skylights,skylight
skylines,skyline
skyrocketed,skyrocket
skyrocketing,skyrocket
skyrockets,skyrocket
skysails,skysail
skyscapes,skyscape
skyscrapers,skyscraper
skyways,skyway
skywriters,skywriter
slabbed,slab
slabbering,slabber
slabs,slab
slacked,slack
slackened,slacken
slackening,slacken
slackens,slacken
slacker,slack
slackers,slacker
slackest,slack
slacking,slack
slackjawed,slackjaw
slacks,slack
slags,slag
slain,slay
slaked,slake
slakes,slake
slaking,slake
slalomed,slalom
slaloming,slalom
slaloms,slalom
slam-dunked,slam-dunk
slam-dunks,slam-dunk
slammed,slam
slammers,slammer
slamming,slam
slams,slam
slandered,slander
slanderers,slanderer
slandering,slander
slanders,slander
slanging,slang
slangs,slang
slanted,slant
slanting,slant
slants,slant
slapped,slap
slappers,slapper
slapping,slap
slaps,slap
slapshots,slapshot
slapsticks,slapstick
slashed,slash
slashers,slasher
slashes,slash
slashing,slash
slated,slate
slater,slate
slaters,slater
slates,slate
slathered,slather
slathering,slather
slathers,slather
slating,slate
slats,slat
slatted,slat
slatterns,slattern
slaughter-houses,slaughter-house
slaughtered,slaughter
slaughterers,slaughterer
slaughterhouses,slaughterhouse
slaughtering,slaughter
slaughterings,slaughtering
slaughtermen,slaughterman
slaughters,slaughter
slave-drivers,slave-driver
slaved,slave
slaveholders,slaveholder
slavered,slaver
slaveries,slavery
slavering,slaver
slavers,slaver
slaves,slave
slaving,slave
slavs,slav
slaws,slaw
slayers,slayer
slaying,slay
slayings,slaying
slays,slay
sleaves,sleave
sleazes,sleaze
sleazier,sleazy
sleaziest,sleazy
sledge-hammers,sledge-hammer
sledged,sledge
sledgehammered,sledgehammer
sledgehammering,sledgehammer
sledgehammers,sledgehammer
sledges,sledge
sledging,sledge
sleds,sled
sleeker,sleek
sleekest,sleek
sleeks,sleek
sleepers,sleeper
sleepier,sleepy
sleepiest,sleepy
sleeping,sleep
sleeps,sleep
sleepwalked,sleepwalk
sleepwalkers,sleepwalker
sleepwalking,sleepwalk
sleepwalks,sleepwalk
sleepyheads,sleepyhead
sleeted,sleet
sleeting,sleet
sleets,sleet
sleeved,sleeve
sleeves,sleeve
sleeving,sleeve
sleigh-bells,sleigh-bell
sleighing,sleigh
sleighs,sleigh
sleights,sleight
slenderest,slender
slenderized,slenderize
slenderizing,slenderize
slept,sleep
sleuthed,sleuth
sleuthing,sleuth
sleuths,sleuth
slew,slay
slews,slew
sliced,slice
slicers,slicer
slices,slice
slicing,slice
slick-fielding,slick-field
slicked,slick
slicker,slick
slickers,slicker
slickest,slick
slicking,slick
slicks,slick
slid,slide
slide-rules,slide-rule
slides,slide
sliding,slide
slier,sly
slighted,slight
slighter,slight
slightest,slight
slighting,slight
slights,slight
sligos,sligo
slimed,slim
slimes,slime
slimier,slimy
slimiest,slimy
sliming,slim
slimmed,slim
slimmer,slim
slimmest,slim
slimming,slim
slims,slim
slingbacks,slingback
slingers,slinger
slinging,sling
slings,sling
slingshots,slingshot
slinkier,slinky
slinkiest,slinky
slinking,slink
slinks,slink
slip-ons,slip-on
slip-roads,slip-road
slip-ups,slip-up
slipcases,slipcase
slipcovers,slipcover
slipknots,slipknot
slippages,slippage
slipped,slip
slipperier,slippery
slipperiest,slippery
slippers,slipper
slippier,slippy
slipping,slip
slips,slip
slipstreams,slipstream
slipways,slipway
slithered,slither
slithering,slither
slithers,slither
slits,slit
slitters,slitter
slitting,slit
slivered,sliver
slivers,sliver
slobbered,slobber
slobberers,slobberer
slobberiest,slobbery
slobbering,slobber
slobbers,slobber
slobs,slob
sloes,sloe
sloganeered,sloganeer
sloganeering,sloganeer
sloganeers,sloganeer
slogans,slogan
slogged,slog
sloggers,slogger
slogging,slog
slogs,slog
sloops,sloop
sloped,slope
slopers,sloper
slopes,slope
sloping,slope
slopped,slop
sloppier,sloppy
sloppiest,sloppy
slopping,slop
slops,slop
sloshed,slosh
sloshes,slosh
sloshing,slosh
slot-machines,slot-machine
sloths,sloth
slots,slot
slotted,slot
slotting,slot
slouched,slouch
slouchers,sloucher
slouches,slouch
slouchier,slouchy
slouching,slouch
sloughed,slough
sloughing,slough
sloughs,slough
slovenes,slovene
slovenians,slovenian
slow-acting,slow-act
slow-downs,slow-down
slowdowns,slowdown
slowed,slow
slower,slow
slowest,slow
slowing,slow
slowpokes,slowpoke
slows,slow
slowworms,slowworm
sludges,sludge
slued,slue
sluffed,sluff
sluffing,sluff
slugabeds,slugabed
sluggards,sluggard
slugged,slug
sluggers,slugger
slugging,slug
slugs,slug
sluice-gates,sluice-gate
sluices,sluice
sluicing,sluice
sluing,slue
slumbered,slumber
slumberers,slumberer
slumbering,slumber
slumbers,slumber
slumlords,slumlord
slummed,slum
slumming,slum
slumped,slump
slumping,slump
slumps,slump
slums,slum
slung,sling
slunk,slink
slurped,slurp
slurping,slurp
slurps,slurp
slurred,slur
slurries,slurry
slurring,slur
slurs,slur
slushed,slush
slushes,slush
slushiest,slushy
slushing,slush
sluts,slut
slyest,sly
smacked,smack
smackers,smacker
smacking,smack
smacks,smack
small-arms,small-arm
small-businessmen,small-businessman
small-holdings,small-holding
small-timers,small-timer
smaller,small
smallest,small
smallholders,smallholder
smalls,small
smarmier,smarmy
smarmiest,smarmy
smarms,smarm
smarted,smart
smartened,smarten
smartening,smarten
smartens,smarten
smarter,smart
smartest,smart
smarties,smartie
smarting,smart
smarts,smart
smash-ups,smash-up
smashed,smash
smashers,smasher
smashes,smash
smashing,smash
smashups,smashup
smattered,smatter
smattering,smatter
smatterings,smattering
smeared,smear
smearing,smear
smears,smear
smelled,smell
smellier,smelly
smelliest,smelly
smelling,smell
smells,smell
smelt,smell
smelted,smelt
smelters,smelter
smelting,smelt
smelts,smelt
smidgens,smidgen
smiled,smile
smilers,smiler
smiles,smile
smiling,smile
smirked,smirk
smirkers,smirker
smirking,smirk
